1000 8433
573 788 0.04307
573 803 0.06048
573 970 0.07430
573 980 0.07073
572 583 0.01931
572 595 0.03678
572 603 0.07349
572 777 0.05094
572 875 0.03408
572 956 0.06319
572 964 0.06680
571 667 0.06648
571 687 0.04692
571 689 0.03508
571 733 0.06011
571 862 0.06820
571 967 0.05171
570 646 0.04642
570 668 0.04933
570 730 0.05910
570 885 0.05899
570 936 0.06720
570 937 0.05024
570 965 0.03578
569 641 0.07218
569 653 0.05783
569 822 0.04263
569 879 0.05112
569 941 0.02978
569 966 0.06356
568 647 0.01635
568 682 0.07316
568 694 0.06412
568 896 0.06099
567 614 0.05182
567 634 0.04571
567 701 0.07005
567 736 0.04310
567 757 0.03680
567 766 0.07482
567 869 0.06953
567 899 0.07034
567 973 0.05289
567 995 0.04747
566 606 0.07297
566 727 0.07384
566 836 0.04541
566 986 0.06382
565 682 0.07062
565 683 0.06356
565 902 0.06898
565 914 0.04099
565 928 0.02932
565 988 0.05973
564 646 0.04494
564 668 0.07204
564 937 0.06465
564 956 0.05085
564 999 0.05919
563 565 0.07318
563 588 0.06853
563 664 0.01212
563 683 0.07373
563 768 0.07024
563 908 0.07135
563 914 0.06232
563 928 0.05680
563 988 0.04790
562 581 0.06320
562 707 0.06377
562 797 0.06775
562 799 0.07054
562 809 0.05856
562 821 0.06957
562 825 0.06101
562 830 0.01564
562 874 0.02234
562 886 0.05622
562 894 0.06326
562 905 0.03386
561 583 0.05866
561 603 0.07174
561 856 0.01701
561 875 0.04125
561 956 0.05070
561 964 0.06099
560 568 0.06853
560 647 0.07089
560 759 0.07500
560 765 0.05344
560 815 0.02559
560 902 0.07333
560 980 0.06893
559 622 0.06231
559 639 0.04091
559 730 0.04870
559 743 0.05592
559 750 0.06543
559 794 0.05138
559 885 0.03765
558 576 0.02177
558 785 0.03501
558 820 0.03741
558 912 0.06154
558 931 0.03830
558 958 0.02664
557 726 0.07119
557 769 0.05785
557 818 0.05501
557 962 0.02354
556 581 0.04860
556 821 0.06974
556 874 0.07451
556 886 0.04456
556 894 0.06019
556 936 0.04370
556 965 0.06373
555 575 0.05115
555 621 0.03404
555 663 0.07216
555 683 0.06749
555 829 0.05023
555 837 0.02465
555 841 0.07192
555 996 0.03371
554 722 0.04312
554 849 0.01269
553 992 0.06464
552 556 0.06710
552 562 0.05003
552 581 0.01941
552 650 0.05114
552 797 0.02835
552 802 0.06735
552 830 0.03665
552 874 0.03937
552 886 0.04986
552 894 0.07220
551 684 0.04912
551 708 0.06040
551 712 0.04416
551 744 0.02024
551 795 0.06711
551 916 0.04833
551 992 0.06316
550 593 0.04845
550 630 0.02959
550 847 0.05476
550 857 0.06906
550 938 0.07418
549 552 0.04872
549 556 0.07489
549 581 0.04381
549 642 0.06184
549 650 0.04667
549 691 0.07155
549 781 0.07083
549 797 0.03949
549 802 0.02570
549 983 0.07473
548 557 0.06661
548 587 0.04852
548 592 0.04870
548 726 0.00694
548 731 0.04023
548 769 0.03398
548 798 0.04648
548 818 0.03393
548 871 0.04028
548 880 0.06525
548 962 0.05123
547 623 0.07100
547 693 0.07287
547 713 0.05547
547 971 0.01203
547 985 0.03732
546 704 0.05657
546 804 0.04743
546 805 0.05479
546 819 0.07039
546 904 0.04484
546 948 0.02385
546 987 0.03550
545 565 0.04144
545 588 0.05149
545 642 0.07129
545 682 0.03856
545 691 0.04494
545 705 0.03565
545 768 0.05880
545 781 0.04775
545 896 0.06112
545 914 0.01549
545 928 0.06324
545 983 0.04630
545 988 0.03811
544 605 0.04998
544 618 0.03827
544 657 0.02847
544 853 0.04434
544 878 0.03801
544 920 0.00454
543 634 0.06156
543 701 0.04424
543 706 0.03343
543 736 0.07162
543 766 0.03202
543 833 0.01921
543 888 0.00875
543 890 0.06354
543 959 0.01534
542 611 0.05246
542 629 0.05354
542 716 0.06272
542 718 0.06189
542 771 0.04479
542 811 0.01322
542 917 0.07084
542 935 0.05203
542 943 0.06426
541 633 0.06673
541 687 0.05000
541 689 0.04270
541 709 0.06673
541 711 0.04186
541 733 0.02725
541 835 0.03836
541 862 0.03798
541 961 0.06348
541 967 0.02639
540 681 0.03631
540 729 0.03310
540 812 0.04874
540 831 0.05724
540 933 0.06341
540 998 0.04743
539 540 0.07394
539 670 0.06030
539 681 0.05291
539 812 0.03071
539 831 0.04373
539 851 0.06431
539 910 0.05501
539 976 0.04473
538 584 0.04113
538 635 0.07435
538 645 0.07086
538 722 0.04122
538 748 0.06179
538 764 0.00773
538 783 0.03279
538 807 0.01990
538 972 0.00629
537 561 0.06073
537 572 0.03741
537 583 0.03920
537 595 0.07403
537 603 0.03630
537 777 0.05210
537 786 0.05947
537 856 0.07362
537 875 0.02975
537 964 0.02950
536 584 0.04563
536 661 0.03745
536 684 0.06812
536 865 0.03592
536 916 0.06892
536 950 0.06341
535 569 0.06357
535 756 0.06842
535 814 0.05371
535 822 0.05348
535 941 0.05978
535 963 0.04431
535 966 0.07394
535 968 0.06477
534 567 0.03261
534 634 0.03472
534 701 0.06727
534 736 0.02060
534 757 0.01170
534 766 0.06204
534 801 0.06152
534 973 0.04079
534 995 0.07434
533 547 0.02704
533 623 0.05499
533 693 0.04656
533 713 0.05953
533 971 0.03566
533 985 0.05981
532 553 0.05166
532 828 0.02721
532 955 0.05151
531 594 0.06959
531 656 0.05428
531 674 0.04767
531 877 0.05944
531 882 0.03055
531 895 0.04934
531 897 0.02456
531 913 0.01606
531 933 0.05750
531 944 0.04133
531 947 0.05623
531 974 0.05220
530 559 0.07285
530 638 0.05575
530 639 0.03327
530 782 0.05517
530 794 0.02456
530 937 0.06118
529 548 0.06797
529 557 0.06933
529 592 0.04877
529 726 0.06559
529 769 0.03403
529 880 0.03002
528 590 0.06796
528 596 0.05104
528 666 0.02476
528 698 0.07278
528 791 0.04844
528 867 0.03363
528 989 0.06378
527 536 0.04579
527 684 0.03554
527 712 0.03660
527 865 0.02224
527 916 0.03482
527 950 0.06533
526 613 0.06576
526 659 0.03505
526 696 0.02953
526 721 0.02120
526 742 0.06825
526 787 0.06386
526 829 0.06646
526 841 0.04404
526 930 0.04651
525 606 0.06423
525 678 0.05654
525 752 0.03445
525 789 0.06574
525 801 0.06107
525 836 0.05375
525 839 0.06819
525 860 0.06541
525 932 0.04442
525 934 0.06403
525 973 0.06336
525 986 0.04771
524 545 0.04473
524 563 0.03701
524 565 0.05824
524 588 0.03622
524 642 0.06070
524 664 0.04745
524 691 0.05771
524 705 0.06796
524 768 0.04052
524 781 0.05367
524 908 0.06148
524 914 0.02943
524 928 0.05849
524 983 0.07244
524 988 0.01103
523 556 0.03519
523 570 0.06568
523 581 0.06818
523 668 0.06395
523 821 0.04145
523 874 0.07081
523 886 0.03713
523 894 0.03622
523 936 0.04322
523 965 0.03079
522 655 0.04207
522 738 0.02290
522 741 0.06292
522 826 0.04967
522 868 0.07392
522 940 0.06662
521 545 0.07374
521 560 0.06505
521 565 0.07312
521 568 0.01937
521 599 0.07433
521 647 0.00689
521 682 0.05793
521 694 0.05816
521 896 0.05092
520 537 0.06168
520 600 0.04656
520 603 0.04893
520 636 0.04813
520 724 0.04873
520 777 0.05024
520 786 0.01388
520 858 0.06925
520 887 0.02879
520 892 0.02505
520 898 0.06769
520 964 0.05746
520 977 0.05839
519 625 0.02094
519 631 0.06397
519 796 0.04376
519 834 0.06438
518 585 0.05330
518 608 0.03967
518 654 0.05979
518 756 0.04432
518 963 0.03563
518 968 0.07064
517 537 0.06440
517 561 0.01358
517 564 0.06513
517 572 0.07164
517 583 0.05348
517 856 0.02732
517 875 0.03962
517 956 0.03764
517 964 0.07011
516 538 0.04481
516 584 0.06153
516 635 0.02956
516 645 0.03700
516 748 0.02439
516 764 0.04748
516 783 0.01357
516 807 0.02705
516 972 0.04270
515 520 0.01906
515 537 0.05906
515 600 0.05813
515 603 0.05807
515 636 0.06619
515 724 0.06774
515 777 0.03279
515 786 0.03166
515 795 0.07375
515 858 0.06657
515 887 0.04785
515 892 0.02885
515 964 0.06407
515 977 0.04851
514 578 0.06974
514 675 0.01448
514 840 0.06255
514 883 0.07350
514 891 0.02880
514 926 0.05391
514 952 0.05555
514 994 0.06445
513 548 0.05694
513 557 0.02629
513 587 0.05207
513 726 0.06315
513 769 0.06274
513 818 0.03373
513 962 0.00762
512 516 0.03955
512 536 0.05885
512 538 0.03327
512 584 0.02225
512 635 0.06413
512 661 0.06136
512 722 0.07374
512 748 0.06369
512 764 0.02857
512 783 0.03699
512 807 0.03537
512 972 0.02706
511 643 0.04932
511 672 0.04211
511 776 0.02047
511 784 0.06186
511 808 0.05150
511 824 0.02851
511 850 0.03578
511 852 0.04948
511 901 0.03053
511 906 0.06849
511 919 0.02299
511 949 0.06224
511 954 0.06789
510 513 0.03466
510 529 0.05950
510 548 0.02647
510 557 0.04016
510 587 0.05240
510 592 0.06156
510 726 0.03118
510 731 0.06670
510 769 0.03030
510 798 0.06792
510 818 0.02963
510 871 0.06036
510 880 0.06881
510 962 0.02764
509 531 0.04771
509 656 0.06541
509 680 0.06932
509 877 0.07143
509 882 0.04186
509 895 0.07286
509 897 0.07219
509 913 0.03511
508 559 0.03963
508 570 0.04972
508 639 0.05671
508 730 0.02107
508 885 0.01198
508 937 0.06002
507 574 0.03269
507 609 0.07296
507 671 0.02679
507 690 0.05231
507 700 0.05574
507 723 0.04742
507 816 0.05590
507 819 0.05792
507 846 0.02711
507 923 0.04616
507 946 0.03458
507 990 0.03474
506 533 0.04060
506 547 0.02322
506 713 0.03518
506 971 0.01259
506 985 0.05199
505 550 0.06039
505 589 0.02109
505 593 0.06479
505 640 0.04714
505 847 0.03712
504 627 0.01840
504 671 0.05204
504 704 0.07376
504 723 0.05367
504 819 0.05597
504 881 0.00998
504 904 0.07482
504 923 0.03107
504 948 0.06825
504 969 0.02967
504 987 0.05713
504 990 0.06061
503 536 0.07087
503 584 0.06017
503 595 0.07371
503 661 0.03346
503 735 0.03481
502 637 0.06056
502 688 0.03629
502 692 0.06853
502 843 0.06388
502 957 0.05301
501 526 0.06943
501 665 0.05137
501 697 0.05634
501 721 0.07402
501 742 0.04445
501 832 0.05315
501 842 0.05364
501 930 0.06408
500 530 0.06288
500 564 0.05122
500 646 0.05632
500 937 0.05423
500 999 0.02718
499 619 0.03541
499 624 0.05617
499 678 0.02480
499 718 0.07339
499 752 0.06164
499 753 0.06275
499 767 0.05964
499 801 0.02796
499 860 0.01587
499 890 0.05828
499 907 0.05394
499 932 0.04975
499 934 0.02094
498 566 0.06549
498 629 0.03459
498 740 0.07350
498 749 0.07043
498 760 0.05485
498 771 0.04196
498 836 0.06030
497 543 0.04380
497 674 0.06605
497 701 0.05760
497 706 0.01343
497 766 0.06216
497 833 0.06099
497 888 0.03940
497 933 0.06714
497 947 0.05715
497 959 0.05104
497 998 0.05357
496 582 0.01737
496 638 0.05257
496 685 0.05417
496 737 0.06045
496 750 0.07018
496 782 0.03913
496 848 0.05011
496 951 0.03955
495 504 0.01491
495 627 0.01929
495 671 0.06548
495 723 0.06314
495 803 0.06459
495 819 0.06320
495 881 0.01783
495 923 0.04460
495 948 0.06204
495 969 0.02266
495 970 0.07371
495 987 0.05353
495 990 0.07197
494 578 0.06466
494 591 0.01731
494 648 0.05344
494 840 0.03510
494 855 0.02131
494 883 0.05594
494 884 0.04560
494 911 0.03841
494 925 0.04225
494 926 0.06168
494 960 0.05637
493 543 0.04707
493 619 0.07283
493 624 0.06519
493 753 0.04631
493 766 0.05823
493 833 0.02831
493 888 0.05463
493 890 0.02397
493 907 0.04667
493 959 0.03862
492 604 0.05851
492 686 0.02378
492 763 0.04459
492 844 0.02455
492 866 0.04362
492 924 0.02522
492 975 0.06163
492 978 0.04601
491 507 0.06881
491 608 0.07435
491 671 0.05871
491 700 0.07411
491 704 0.02656
491 723 0.03952
491 756 0.07226
491 819 0.03565
491 904 0.03676
491 923 0.06865
491 946 0.03447
491 987 0.06584
491 990 0.04109
490 546 0.02213
490 704 0.06712
490 756 0.07159
490 804 0.05713
490 805 0.03285
490 814 0.07358
490 904 0.05593
490 948 0.04584
490 987 0.05607
489 524 0.03606
489 545 0.02603
489 563 0.05892
489 565 0.02345
489 588 0.06056
489 664 0.07104
489 682 0.06313
489 683 0.07478
489 691 0.06571
489 705 0.06139
489 768 0.06723
489 781 0.06610
489 914 0.01898
489 928 0.03778
489 983 0.07123
489 988 0.03638
488 573 0.01627
488 610 0.05177
488 677 0.07205
488 784 0.04688
488 788 0.05926
488 949 0.06308
488 980 0.06771
487 488 0.04004
487 573 0.05524
487 577 0.03840
487 610 0.01253
487 643 0.05292
487 751 0.06269
487 765 0.07479
487 784 0.03548
487 906 0.05627
487 949 0.03717
487 980 0.05994
486 580 0.04928
486 632 0.05250
486 806 0.02408
486 817 0.05790
486 878 0.06596
486 912 0.05240
486 922 0.02833
486 981 0.05475
486 997 0.00800
485 522 0.07011
485 655 0.06576
485 738 0.06027
485 747 0.02400
485 813 0.05964
485 826 0.02919
485 868 0.06861
484 567 0.05091
484 614 0.00317
484 628 0.04876
484 641 0.04370
484 869 0.03436
484 899 0.04349
484 909 0.03443
484 966 0.05148
484 968 0.07432
484 995 0.02477
483 494 0.02066
483 578 0.07371
483 591 0.00940
483 648 0.07067
483 755 0.05490
483 840 0.04096
483 855 0.00758
483 883 0.06664
483 884 0.06395
483 911 0.05594
483 925 0.06287
483 926 0.04279
482 491 0.07468
482 585 0.06250
482 608 0.06149
482 654 0.04722
482 676 0.03436
482 700 0.02894
482 734 0.05473
482 816 0.05733
482 918 0.03615
482 927 0.00318
482 946 0.06676
482 994 0.07476
481 714 0.07213
481 804 0.04279
481 872 0.04333
480 586 0.03952
480 662 0.06652
479 497 0.06988
479 540 0.02476
479 674 0.05787
479 681 0.06061
479 729 0.03738
479 812 0.06964
479 933 0.03875
479 944 0.05327
479 947 0.05602
479 974 0.06429
479 998 0.02505
478 484 0.05193
478 535 0.06595
478 614 0.05013
478 628 0.04352
478 641 0.04186
478 869 0.06404
478 899 0.05017
478 909 0.01835
478 966 0.02948
478 968 0.03305
478 995 0.05789
477 656 0.07386
477 773 0.06323
477 790 0.03731
477 845 0.02859
477 861 0.03353
477 915 0.04643
476 515 0.06906
476 551 0.06711
476 708 0.02304
476 744 0.04814
476 777 0.06664
476 795 0.03253
476 858 0.05493
476 892 0.06952
476 977 0.03300
476 992 0.04300
475 602 0.03456
475 707 0.04821
475 728 0.05086
475 761 0.06208
475 762 0.05599
475 825 0.05908
475 856 0.06652
475 953 0.01159
474 549 0.03906
474 552 0.06836
474 556 0.05163
474 581 0.05243
474 642 0.07102
474 732 0.05390
474 797 0.07316
474 802 0.05928
473 478 0.04427
473 535 0.03008
473 569 0.04685
473 641 0.06081
473 822 0.05933
473 899 0.06899
473 909 0.05779
473 941 0.05789
473 963 0.07008
473 966 0.04470
473 968 0.05778
472 542 0.04014
472 611 0.01940
472 649 0.03724
472 660 0.07248
472 716 0.02485
472 811 0.04598
472 917 0.06213
472 935 0.02927
472 943 0.03620
472 945 0.06200
471 566 0.06043
471 602 0.05157
471 727 0.02081
471 761 0.05018
471 762 0.05543
471 778 0.05859
471 799 0.07175
471 939 0.03605
470 485 0.06504
470 522 0.01405
470 655 0.05220
470 738 0.03218
470 741 0.07422
470 826 0.04056
469 615 0.00719
469 620 0.02835
469 651 0.06559
469 659 0.06859
469 665 0.06082
469 679 0.05059
469 721 0.07052
469 787 0.05891
469 842 0.04832
469 870 0.06898
468 532 0.02094
468 553 0.05498
468 828 0.04091
468 955 0.07199
467 539 0.05590
467 590 0.02960
467 666 0.07325
467 670 0.06800
467 681 0.07384
467 812 0.06162
467 831 0.05249
467 851 0.01482
467 910 0.02055
467 976 0.03007
467 989 0.06440
466 604 0.03785
466 772 0.03315
465 525 0.04760
465 566 0.06979
465 606 0.01791
465 702 0.03916
465 775 0.04693
465 789 0.03655
465 836 0.03038
465 839 0.03185
465 973 0.06581
465 984 0.03282
465 986 0.00669
464 503 0.01702
464 595 0.06467
464 661 0.04888
464 735 0.03078
463 485 0.06318
463 587 0.06884
463 703 0.01520
463 747 0.05515
463 798 0.05152
463 826 0.07455
463 859 0.02846
463 871 0.05642
463 891 0.06210
462 524 0.07017
462 555 0.06148
462 563 0.03326
462 575 0.07349
462 664 0.02338
462 837 0.06514
461 732 0.03098
461 770 0.03793
461 857 0.07217
460 471 0.03255
460 498 0.07373
460 566 0.05671
460 602 0.06339
460 727 0.05314
460 740 0.05549
460 760 0.07229
460 761 0.03064
460 939 0.06733
459 628 0.05717
459 670 0.06374
459 869 0.06924
459 921 0.02251
459 989 0.03968
458 496 0.03672
458 582 0.03132
458 685 0.01826
458 699 0.05402
458 750 0.05310
458 782 0.05622
458 792 0.06601
458 848 0.02732
458 951 0.07458
457 511 0.02786
457 643 0.05779
457 672 0.06156
457 776 0.00969
457 784 0.05570
457 824 0.04537
457 850 0.00793
457 852 0.04120
457 901 0.03694
457 919 0.04832
457 949 0.06522
457 954 0.04010
456 533 0.03793
456 547 0.05922
456 623 0.02086
456 693 0.02510
456 971 0.07042
455 511 0.05537
455 643 0.04945
455 672 0.02605
455 776 0.07107
455 808 0.00452
455 824 0.06817
455 906 0.04582
455 919 0.03254
455 929 0.04170
455 949 0.06374
455 982 0.02851
454 474 0.06594
454 523 0.07153
454 549 0.05263
454 552 0.01046
454 556 0.05803
454 562 0.04977
454 581 0.01366
454 650 0.06117
454 797 0.03836
454 802 0.07373
454 821 0.07429
454 830 0.03871
454 874 0.03480
454 886 0.03980
454 894 0.06275
453 517 0.05505
453 537 0.06770
453 561 0.06564
453 564 0.07418
453 572 0.04335
453 583 0.02916
453 595 0.04834
453 735 0.07444
453 875 0.04223
453 956 0.02602
453 999 0.06862
452 475 0.06345
452 603 0.05877
452 740 0.04814
452 749 0.06359
452 761 0.05224
452 856 0.07034
452 898 0.05979
452 953 0.05409
452 964 0.05893
451 462 0.05418
451 489 0.03946
451 524 0.04225
451 545 0.06439
451 563 0.03233
451 565 0.04511
451 664 0.04236
451 683 0.04789
451 902 0.07451
451 914 0.05215
451 928 0.02448
451 988 0.05147
450 541 0.02733
450 601 0.06743
450 633 0.07031
450 689 0.06687
450 709 0.06076
450 711 0.02470
450 733 0.05418
450 835 0.02663
450 862 0.06266
450 961 0.05495
450 967 0.05317
449 487 0.05794
449 577 0.03791
449 610 0.04705
449 751 0.03914
449 765 0.05053
449 815 0.06740
449 980 0.04747
448 544 0.05824
448 605 0.03756
448 618 0.02964
448 680 0.04318
448 853 0.02516
448 920 0.05391
447 491 0.04104
447 518 0.04859
447 585 0.07214
447 608 0.04988
447 654 0.06688
447 704 0.05532
447 756 0.03540
447 819 0.07346
447 904 0.05845
447 946 0.07318
447 963 0.05853
446 457 0.04276
446 488 0.07377
446 511 0.07053
446 677 0.03338
446 776 0.05063
446 784 0.06721
446 850 0.03494
446 852 0.06269
446 901 0.07283
446 954 0.00851
445 472 0.03772
445 542 0.04148
445 611 0.03100
445 632 0.06614
445 649 0.06624
445 716 0.06010
445 718 0.05497
445 811 0.03515
445 817 0.07282
445 935 0.01994
445 943 0.03143
445 945 0.04914
444 447 0.06541
444 518 0.02088
444 535 0.05815
444 585 0.06926
444 608 0.05927
444 756 0.04978
444 963 0.02748
444 968 0.05216
443 453 0.06954
443 464 0.01671
443 503 0.03372
443 595 0.05977
443 661 0.06492
443 735 0.03578
443 999 0.06455
442 510 0.06139
442 513 0.03949
442 548 0.07102
442 557 0.06539
442 578 0.04656
442 587 0.03380
442 818 0.03711
442 859 0.06670
442 871 0.06859
442 883 0.05085
442 911 0.06706
442 960 0.06464
442 962 0.04494
441 838 0.04329
441 880 0.06713
441 903 0.01692
440 451 0.06535
440 489 0.02853
440 521 0.05555
440 524 0.06157
440 545 0.02482
440 565 0.02627
440 568 0.07490
440 647 0.06006
440 682 0.04473
440 691 0.06858
440 705 0.05341
440 781 0.07217
440 896 0.06139
440 914 0.03428
440 928 0.05479
440 983 0.06570
440 988 0.05821
439 586 0.04159
439 631 0.03942
439 662 0.01298
439 695 0.00524
439 796 0.07112
439 834 0.05381
438 536 0.07460
438 572 0.07275
438 595 0.04906
438 661 0.07051
438 684 0.06927
438 735 0.05200
438 777 0.06862
438 795 0.05382
438 865 0.06341
438 916 0.07164
438 950 0.02126
437 655 0.07162
437 741 0.06155
437 813 0.04632
437 868 0.03863
437 940 0.06508
436 439 0.05867
436 519 0.06678
436 631 0.03868
436 662 0.07143
436 695 0.05347
436 796 0.06309
436 834 0.00701
435 575 0.03756
435 601 0.01919
435 667 0.04713
435 715 0.02831
435 837 0.06346
435 938 0.05417
435 961 0.03026
435 991 0.02612
434 473 0.06161
434 569 0.01487
434 653 0.04304
434 702 0.07450
434 822 0.04494
434 879 0.03664
434 941 0.03003
433 504 0.06717
433 507 0.06256
433 574 0.05535
433 609 0.04405
433 627 0.06558
433 637 0.05152
433 671 0.06275
433 688 0.07432
433 846 0.06281
433 881 0.06242
433 923 0.05996
433 957 0.06273
432 479 0.06753
432 497 0.01680
432 543 0.04400
432 674 0.05128
432 701 0.06944
432 706 0.02529
432 766 0.06941
432 833 0.05750
432 888 0.04286
432 897 0.07275
432 933 0.05587
432 947 0.04234
432 959 0.04598
432 998 0.04666
431 486 0.05043
431 558 0.05364
431 806 0.03317
431 817 0.06206
431 820 0.07097
431 912 0.03061
431 931 0.04625
431 958 0.05445
431 997 0.04608
430 573 0.06800
430 759 0.02420
430 780 0.00512
430 788 0.04250
430 803 0.06814
430 872 0.04300
430 970 0.03653
430 980 0.07356
429 500 0.06563
429 564 0.03239
429 570 0.05584
429 646 0.02321
429 668 0.04394
429 937 0.04854
429 965 0.07416
428 516 0.07215
428 635 0.06517
428 645 0.03557
428 717 0.03753
428 748 0.04833
428 758 0.03439
428 783 0.07352
427 443 0.04037
427 453 0.03234
427 464 0.05620
427 500 0.07233
427 503 0.07282
427 572 0.06691
427 583 0.05863
427 595 0.05160
427 735 0.05779
427 875 0.07432
427 956 0.04702
427 999 0.04683
426 550 0.02299
426 593 0.06904
426 630 0.00661
426 667 0.07254
426 857 0.05701
426 938 0.05536
425 502 0.02470
425 637 0.07088
425 688 0.04233
425 692 0.04956
425 843 0.04848
425 876 0.06142
425 957 0.05216
424 493 0.03201
424 499 0.06242
424 534 0.06318
424 543 0.05631
424 619 0.06799
424 624 0.07059
424 634 0.05437
424 701 0.06891
424 736 0.04885
424 753 0.05746
424 757 0.05522
424 766 0.04793
424 801 0.06047
424 833 0.04463
424 888 0.06022
424 890 0.01844
424 907 0.05255
424 959 0.05654
423 447 0.05745
423 490 0.04043
423 491 0.04742
423 546 0.03305
423 704 0.02675
423 723 0.05695
423 756 0.06605
423 805 0.06777
423 819 0.04626
423 904 0.01610
423 946 0.07382
423 948 0.03682
423 987 0.03458
423 990 0.06817
422 508 0.06970
422 523 0.03306
422 556 0.04838
422 570 0.05088
422 668 0.07413
422 730 0.06161
422 821 0.06985
422 885 0.07066
422 886 0.06969
422 894 0.06763
422 936 0.01839
422 965 0.03182
421 633 0.05169
421 709 0.03071
421 711 0.05315
421 827 0.06540
421 835 0.05375
420 431 0.06589
420 558 0.05091
420 576 0.05702
420 958 0.02428
419 446 0.03121
419 457 0.01232
419 511 0.04001
419 643 0.06677
419 672 0.07296
419 677 0.06453
419 776 0.02160
419 784 0.05954
419 824 0.05436
419 850 0.00465
419 852 0.04076
419 901 0.04355
419 919 0.06060
419 949 0.07213
419 954 0.02788
418 433 0.07211
418 482 0.07016
418 507 0.01680
418 574 0.02728
418 609 0.07244
418 671 0.04316
418 690 0.03851
418 700 0.04289
418 723 0.06128
418 816 0.03911
418 819 0.07123
418 846 0.01801
418 923 0.06294
418 927 0.07326
418 946 0.04138
418 990 0.04789
417 508 0.06683
417 559 0.03556
417 622 0.02787
417 639 0.07299
417 644 0.06017
417 699 0.07209
417 730 0.06526
417 743 0.02984
417 750 0.06089
417 792 0.06345
417 885 0.05915
417 893 0.06273
416 425 0.06340
416 470 0.05701
416 522 0.04299
416 655 0.03937
416 692 0.04594
416 738 0.03956
416 741 0.04460
416 843 0.05730
416 868 0.06781
416 876 0.03771
416 940 0.04326
415 476 0.04929
415 515 0.02519
415 520 0.03565
415 600 0.05129
415 636 0.07109
415 708 0.06407
415 777 0.04569
415 786 0.04937
415 795 0.06378
415 858 0.04301
415 887 0.05973
415 892 0.02207
415 977 0.02355
414 465 0.04958
414 525 0.07058
414 534 0.06717
414 567 0.06516
414 606 0.04391
414 641 0.06325
414 702 0.04496
414 775 0.02903
414 789 0.01457
414 839 0.02411
414 899 0.05458
414 973 0.03162
414 984 0.03618
414 986 0.05626
414 995 0.05543
413 416 0.05101
413 470 0.04144
413 485 0.04926
413 522 0.03560
413 655 0.01810
413 738 0.01462
413 741 0.03959
413 747 0.06823
413 826 0.04526
413 868 0.04078
413 940 0.04597
412 658 0.07311
412 762 0.07268
412 778 0.03958
412 799 0.03376
412 809 0.01889
412 825 0.07232
412 864 0.02693
412 905 0.04650
412 939 0.06267
411 414 0.06308
411 424 0.06348
411 534 0.00743
411 567 0.03749
411 634 0.04122
411 701 0.07395
411 736 0.02583
411 757 0.01757
411 766 0.06742
411 801 0.05528
411 973 0.03494
410 442 0.04573
410 510 0.02859
410 513 0.00748
410 548 0.05250
410 557 0.02214
410 587 0.05426
410 726 0.05837
410 769 0.05567
410 818 0.03368
410 962 0.00154
409 411 0.06964
409 499 0.03263
409 525 0.04463
409 619 0.06755
409 678 0.02110
409 718 0.07495
409 752 0.04005
409 801 0.02004
409 860 0.02582
409 932 0.03421
409 934 0.02743
409 973 0.06259
408 456 0.07208
408 506 0.02766
408 533 0.04316
408 547 0.01644
408 713 0.06283
408 867 0.06719
408 971 0.01608
408 985 0.02445
407 419 0.04255
407 446 0.05091
407 457 0.04955
407 502 0.06546
407 511 0.06776
407 776 0.05834
407 810 0.05270
407 824 0.06272
407 850 0.04586
407 852 0.02492
407 901 0.04795
407 954 0.04241
406 425 0.07452
406 446 0.06136
406 502 0.05263
406 637 0.04151
406 677 0.04017
406 688 0.04734
406 954 0.06174
406 957 0.06228
405 454 0.06086
405 523 0.07204
405 552 0.06638
405 562 0.03260
405 581 0.07129
405 707 0.05339
405 728 0.06028
405 821 0.03984
405 825 0.06116
405 830 0.04447
405 874 0.02712
405 886 0.04283
405 894 0.03716
405 905 0.05693
404 497 0.07002
404 539 0.05554
404 634 0.07031
404 670 0.05589
404 701 0.04700
404 706 0.06389
404 766 0.06857
404 888 0.07467
403 438 0.04664
403 476 0.05581
403 527 0.06928
403 551 0.05483
403 684 0.03750
403 708 0.06890
403 712 0.05565
403 744 0.05173
403 795 0.02925
403 865 0.05544
403 916 0.03951
403 950 0.03194
402 423 0.01009
402 447 0.04959
402 490 0.04931
402 491 0.03750
402 546 0.04313
402 704 0.01955
402 723 0.05144
402 756 0.06296
402 805 0.07448
402 819 0.04114
402 904 0.01234
402 946 0.06536
402 948 0.04490
402 987 0.03990
402 990 0.06153
401 486 0.06909
401 499 0.06754
401 580 0.01998
401 619 0.03270
401 624 0.02186
401 657 0.07462
401 753 0.04012
401 767 0.04905
401 860 0.07399
401 878 0.06713
401 907 0.04082
401 922 0.04203
401 934 0.07489
401 981 0.02638
401 997 0.07464
400 441 0.07286
400 510 0.06489
400 529 0.00600
400 548 0.07396
400 557 0.07229
400 592 0.05342
400 726 0.07159
400 769 0.04000
400 880 0.03279
399 412 0.01713
399 658 0.05885
399 778 0.04827
399 799 0.04714
399 809 0.03517
399 864 0.01003
399 905 0.06358
399 939 0.06955
398 413 0.06451
398 437 0.03651
398 485 0.05295
398 655 0.06948
398 741 0.07124
398 747 0.04434
398 813 0.01726
398 868 0.04615
397 445 0.02155
397 472 0.02842
397 542 0.02093
397 611 0.03431
397 629 0.07442
397 649 0.06456
