10000 61731
4428 9098 0.01181
4427 4464 0.01188
4427 4546 0.00916
4427 7852 0.01223
4426 5471 0.00829
4426 6375 0.01411
4426 7693 0.01660
4426 7706 0.00869
4426 8169 0.01400
4426 8520 0.00413
4425 4851 0.01281
4425 6666 0.01631
4425 6691 0.01130
4425 8160 0.00775
4425 9598 0.01337
4424 5079 0.00946
4424 8900 0.01441
4424 9415 0.01112
4423 5638 0.01902
4423 5656 0.01221
4423 6251 0.01050
4423 6403 0.01222
4423 8370 0.01660
4423 9922 0.01651
4422 7752 0.00746
4421 4943 0.01474
4421 5051 0.01076
4421 6189 0.01999
4421 6465 0.01008
4421 7426 0.01914
4420 4800 0.01556
4420 5303 0.01353
4420 5519 0.01948
4420 6731 0.01639
4420 7333 0.01203
4420 7406 0.00795
4420 7636 0.01284
4420 7835 0.00135
4420 7885 0.01371
4420 8821 0.00762
4419 4420 0.01100
4419 5303 0.01080
4419 6731 0.01142
4419 7406 0.01275
4419 7460 0.01264
4419 7636 0.00811
4419 7835 0.01203
4419 7885 0.00416
4419 8821 0.00680
4419 9259 0.01569
4419 9795 0.01551
4418 5489 0.01449
4418 5524 0.01582
4418 7727 0.01234
4418 7852 0.01908
4418 8806 0.01196
4418 9170 0.01053
4417 4952 0.01193
4417 5975 0.00743
4417 6316 0.01351
4417 7390 0.00913
4417 8405 0.01210
4416 4456 0.00878
4416 5847 0.01662
4416 6599 0.00873
4416 7457 0.01183
4416 7982 0.01978
4416 8483 0.01958
4416 8923 0.01476
4416 9530 0.01785
4416 9535 0.01125
4415 5890 0.01529
4415 5935 0.01326
4415 6216 0.01184
4415 6671 0.01336
4415 7306 0.01400
4415 7390 0.01879
4415 7524 0.00600
4415 8405 0.01018
4415 9594 0.01836
4414 4839 0.01135
4414 6487 0.00721
4414 7242 0.00894
4414 8428 0.00980
4413 4997 0.01689
4413 6755 0.01832
4413 8000 0.00974
4413 8239 0.01638
4413 8555 0.01622
4412 8398 0.01942
4412 9023 0.01181
4412 9056 0.01757
4412 9133 0.01301
4412 9663 0.01932
4411 4906 0.00926
4411 6917 0.01130
4411 8712 0.01635
4411 9317 0.01530
4411 9588 0.01378
4411 9601 0.01244
4411 9646 0.01939
4410 5042 0.01644
4410 5953 0.00828
4410 6416 0.01160
4410 8277 0.00047
4410 8525 0.01864
4409 4574 0.01553
4409 5517 0.01871
4409 5608 0.01527
4409 6432 0.00180
4409 8066 0.01304
4409 9806 0.00741
4408 5766 0.01630
4408 7858 0.00229
4408 7893 0.00256
4408 8527 0.01735
4408 8676 0.01817
4408 8784 0.01466
4408 8870 0.01852
4408 9260 0.01392
4408 9931 0.01125
4407 5391 0.00285
4407 5494 0.01076
4407 7643 0.01908
4407 8275 0.00210
4407 9597 0.01806
4406 5042 0.01372
4406 5953 0.01602
4406 6527 0.00050
4406 7568 0.00497
4406 9701 0.01958
4405 5529 0.01050
4405 5849 0.01973
4405 6279 0.01301
4405 6480 0.01936
4405 6598 0.01780
4405 7232 0.00510
4405 7995 0.01479
4405 8038 0.01019
4405 8511 0.01288
4405 8733 0.01661
4405 9150 0.01688
4405 9628 0.01795
4405 9825 0.01215
4405 9938 0.01234
4404 4424 0.00727
4404 5079 0.01483
4404 9415 0.01018
4403 6223 0.00871
4403 8215 0.00595
4403 9285 0.00972
4403 9431 0.00082
4402 4840 0.01812
4402 5415 0.00632
4402 5785 0.01426
4402 6783 0.01208
4402 7388 0.01018
4402 8439 0.00955
4402 9010 0.01472
4401 5533 0.01253
4401 6081 0.01196
4401 7742 0.01476
4401 9009 0.01926
4401 9048 0.01489
4401 9443 0.01269
4401 9532 0.00968
4400 4819 0.01939
4400 6412 0.01356
4400 6659 0.01899
4400 8070 0.01592
4400 8605 0.00790
4400 8702 0.01226
4400 8779 0.00660
4400 9735 0.01926
4399 7255 0.00695
4399 9902 0.00683
4398 5406 0.00602
4398 7923 0.00764
4398 8556 0.01915
4398 9113 0.01364
4397 5668 0.00871
4397 8513 0.01099
4397 9121 0.00854
4397 9226 0.01064
4397 9395 0.01525
4396 4656 0.01933
4396 5282 0.01216
4396 5818 0.01543
4396 6167 0.00984
4396 8009 0.01350
4396 8948 0.01553
4395 5376 0.01444
4395 5791 0.01116
4395 9626 0.01922
4395 9641 0.00613
4394 4662 0.01604
4394 4811 0.01732
4394 5504 0.01235
4394 7234 0.01861
4394 8094 0.01994
4394 8294 0.01130
4394 9087 0.01279
4394 9606 0.01409
4394 9699 0.01805
4394 9981 0.00720
4393 7299 0.01577
4393 8044 0.00603
4393 9333 0.01513
4393 9792 0.01884
4392 5054 0.01255
4392 5061 0.00748
4392 5085 0.01758
4392 7549 0.00229
4392 7736 0.01453
4392 8778 0.01265
4392 9249 0.01194
4392 9649 0.01862
4392 9670 0.01899
4392 9934 0.00874
4392 9948 0.01609
4391 4903 0.01875
4391 5725 0.01919
4391 7838 0.01238
4391 7969 0.01181
4391 8099 0.01565
4390 5934 0.01681
4390 6064 0.01709
4390 6255 0.01452
4390 6878 0.01919
4390 7578 0.00333
4390 8669 0.01544
4390 9596 0.01427
4390 9647 0.01369
4389 5166 0.01158
4389 5393 0.01468
4389 5559 0.00933
4389 5875 0.01342
4389 6483 0.01554
4389 7141 0.00255
4389 7871 0.01145
4389 8270 0.01703
4389 9255 0.00501
4389 9471 0.01307
4388 5509 0.01061
4388 6453 0.00650
4388 7132 0.01177
4388 7437 0.00307
4388 8072 0.01416
4388 9114 0.01970
4387 5246 0.01760
4387 5927 0.00753
4387 7598 0.01244
4387 7924 0.01676
4387 7988 0.01428
4387 9247 0.01637
4387 9250 0.01401
4387 9453 0.00523
4387 9807 0.00546
4386 5305 0.01447
4386 6379 0.01458
4386 8414 0.01687
4385 4800 0.01210
4385 5448 0.01431
4385 5790 0.01377
4385 7333 0.01578
4385 7560 0.01861
4384 4905 0.00390
4384 5121 0.00894
4384 5962 0.00856
4384 6183 0.00382
4384 6467 0.01800
4384 6712 0.01581
4384 8657 0.01485
4384 9919 0.01179
4383 4543 0.01008
4383 5287 0.01890
4383 5412 0.01526
4383 6136 0.01327
4383 7584 0.00135
4383 7615 0.00241
4383 7707 0.01362
4383 9887 0.00458
4382 4489 0.01060
4382 4659 0.01959
4382 5181 0.00995
4382 6567 0.01425
4382 6924 0.01861
4382 8016 0.01429
4382 8389 0.01838
4382 8771 0.01206
4381 4807 0.00847
4381 6182 0.01942
4381 9254 0.01882
4380 4665 0.00819
4380 4712 0.01854
4380 5237 0.01586
4380 5259 0.01238
4380 5475 0.01555
4380 6482 0.01775
4380 8268 0.01604
4380 9979 0.01504
4379 4713 0.01651
4379 4923 0.01737
4379 6222 0.01819
4379 6418 0.01713
4379 7830 0.01447
4379 9422 0.01573
4379 9782 0.01460
4378 5092 0.01892
4378 5691 0.01468
4378 5870 0.01754
4378 6317 0.00684
4378 6724 0.01839
4378 7861 0.01715
4378 8229 0.01255
4378 8248 0.00679
4378 9217 0.01650
4377 4680 0.01868
4377 4989 0.01549
4377 5961 0.01281
4377 7115 0.01307
4377 7415 0.01925
4377 8346 0.00397
4377 8569 0.01658
4377 8946 0.01911
4377 9112 0.01730
4376 4764 0.00888
4376 5146 0.01295
4376 6177 0.01543
4376 6227 0.01721
4376 6242 0.00981
4376 8151 0.01999
4376 8602 0.01146
4375 6054 0.00804
4375 6810 0.01257
4375 7236 0.01050
4375 7674 0.01302
4375 8583 0.01654
4375 8842 0.00469
4374 4631 0.01699
4374 5184 0.01560
4374 6367 0.01134
4374 7138 0.01466
4374 9318 0.01871
4374 9410 0.00768
4374 9718 0.01343
4373 4679 0.01832
4373 4731 0.00603
4373 4781 0.00356
4373 5221 0.01740
4373 5752 0.01394
4373 6337 0.01938
4373 7165 0.01414
4373 7949 0.01875
4373 8130 0.01722
4373 9077 0.01419
4373 9890 0.00998
4372 5846 0.00371
4372 6928 0.00417
4372 7950 0.01822
4372 8909 0.01407
4371 4426 0.01580
4371 5471 0.01365
4371 6865 0.01780
4371 7693 0.01063
4371 7706 0.01081
4371 7748 0.01573
4371 8520 0.01549
4371 8527 0.01550
4371 8676 0.01811
4370 5035 0.01560
4370 5491 0.01918
4370 5560 0.01928
4370 5635 0.01873
4370 7196 0.00826
4370 7542 0.01746
4370 8727 0.01780
4370 9258 0.01955
4370 9587 0.00906
4370 9690 0.01726
4369 4992 0.00809
4369 5489 0.01353
4369 5524 0.00976
4369 5903 0.00672
4368 4532 0.01352
4368 4988 0.01303
4368 5590 0.01892
4368 7558 0.01596
4368 7777 0.00451
4368 8452 0.01940
4368 8506 0.01293
4368 9856 0.01921
4367 4518 0.01749
4367 5006 0.00392
4367 5697 0.01336
4367 6152 0.01169
4367 7382 0.00482
4367 7589 0.00948
4367 7786 0.01894
4367 8734 0.01401
4367 8788 0.01529
4367 9067 0.00851
4367 9392 0.00940
4366 4393 0.01595
4366 5151 0.01258
4366 5806 0.01579
4366 7299 0.00640
4366 9538 0.01038
4366 9607 0.01466
4365 5513 0.01684
4365 6809 0.01370
4365 6963 0.01263
4365 7937 0.01375
4365 8792 0.01957
4364 6303 0.01755
4364 6401 0.01902
4364 6525 0.00556
4364 8218 0.01996
4363 4468 0.00661
4363 4519 0.01429
4363 4608 0.00353
4363 4610 0.00561
4363 5115 0.01688
4363 5292 0.01034
4363 5463 0.01537
4363 6964 0.00973
4363 7112 0.01296
4363 7477 0.00469
4363 7672 0.01259
4363 7821 0.00809
4363 9969 0.01683
4362 4863 0.01466
4362 5612 0.01283
4362 6696 0.01200
4362 8921 0.01495
4361 4380 0.01273
4361 4665 0.00574
4361 5259 0.00573
4361 6065 0.01866
4361 6482 0.00584
4361 8268 0.01859
4361 9979 0.00335
4360 4812 0.01666
4360 5764 0.01064
4360 6407 0.01647
4360 6648 0.01274
4360 6697 0.01797
4360 7313 0.01572
4360 8743 0.01504
4360 8978 0.01919
4360 9971 0.01824
4359 4483 0.00078
4359 4670 0.01781
4359 4896 0.00535
4359 5065 0.00990
4359 5490 0.00618
4359 6640 0.01454
4359 7111 0.01974
4359 7177 0.00289
4359 8830 0.00837
4359 9848 0.01125
4358 6180 0.00605
4358 8228 0.01498
4358 8272 0.01836
4358 8423 0.01457
4357 8617 0.00278
4357 8761 0.01918
4357 9105 0.01111
4356 4465 0.01957
4356 4624 0.01674
4356 4853 0.01313
4356 6283 0.00979
4356 6319 0.01099
4356 8097 0.00865
4356 9340 0.01742
4356 9687 0.01503
4356 9765 0.01102
4355 5564 0.00832
4355 5871 0.01673
4355 6702 0.01474
4355 7078 0.01432
4355 8301 0.01492
4355 9425 0.01465
4354 5120 0.01981
4354 5152 0.01580
4354 5518 0.01899
4354 6188 0.00797
4354 8706 0.00990
4354 8773 0.01753
4353 6241 0.01250
4353 6389 0.01944
4353 7099 0.01194
4353 8126 0.01064
4353 9233 0.01190
4352 5174 0.01572
4352 8668 0.00972
4352 9204 0.00376
4352 9524 0.00943
4351 4973 0.00830
4351 6127 0.01380
4351 8082 0.00848
4351 9021 0.01889
4350 4763 0.01915
4350 5526 0.01568
4350 6307 0.01581
4350 6708 0.01024
4350 6863 0.01559
4350 7595 0.01474
4350 8745 0.01268
4350 9159 0.00886
4350 9722 0.00900
4350 9978 0.01228
4349 4637 0.00919
4349 4907 0.00712
4349 5771 0.01939
4349 5972 0.01807
4349 6333 0.00881
4349 6922 0.01840
4349 8240 0.00989
4349 8280 0.01866
4349 8282 0.00535
4349 8873 0.01133
4349 9504 0.01521
4349 9967 0.01352
4348 4845 0.01575
4348 6646 0.01938
4348 7033 0.00973
4348 8254 0.01712
4348 8692 0.01974
4348 9103 0.01290
4348 9200 0.01648
4348 9719 0.01327
4347 4898 0.01101
4347 5379 0.01263
4347 6457 0.01762
4347 6918 0.00986
4347 7531 0.01895
4347 7879 0.00301
4347 9894 0.00830
4346 5516 0.01944
4346 5619 0.01147
4346 5937 0.01949
4346 7507 0.01924
4346 7571 0.01653
4346 7629 0.01300
4346 9612 0.00675
4346 9720 0.00267
4345 6160 0.01276
4345 6201 0.00607
4345 6492 0.00464
4345 7623 0.01209
4345 9505 0.00813
4344 4809 0.01889
4344 5483 0.01721
4344 5584 0.01059
4344 5626 0.01947
4344 5652 0.00952
4344 5724 0.01943
4344 5782 0.01910
4344 6143 0.01981
4344 6537 0.01017
4344 6959 0.01854
4344 7635 0.00388
4344 8089 0.00576
4344 8404 0.01060
4344 8690 0.01212
4344 9675 0.01874
4344 9875 0.01951
4343 5827 0.01688
4343 5872 0.00237
4343 6619 0.01364
4343 6781 0.01907
4343 7922 0.01017
4343 9052 0.01675
4342 4564 0.01070
4342 5460 0.01960
4342 6172 0.01376
4342 6291 0.01400
4341 4364 0.01315
4341 5286 0.01818
4341 5596 0.01426
4341 5880 0.00875
4341 6525 0.01136
4341 9106 0.01330
4340 5209 0.00150
4340 5834 0.01786
4340 7803 0.01576
4340 8963 0.01317
4340 9296 0.00867
4339 5695 0.01954
4339 6258 0.01937
4339 6414 0.00785
4339 6895 0.01369
4339 7905 0.01764
4339 8107 0.01462
4339 8639 0.01898
4339 9238 0.01780
4338 5423 0.00873
4338 6155 0.01821
4338 6350 0.00766
4338 6652 0.01825
4338 7753 0.01109
4338 8051 0.01979
4338 9572 0.00723
4338 9590 0.00860
4337 5462 0.00743
4337 5779 0.01329
4337 6334 0.00730
4337 7304 0.01327
4337 7430 0.01805
4337 7465 0.01515
4337 9757 0.01821
4336 4398 0.00558
4336 5406 0.00302
4336 7403 0.01731
4336 7923 0.01191
4336 9113 0.01386
4335 4408 0.01858
4335 5766 0.00470
4335 6891 0.01085
4335 7858 0.01864
4335 7893 0.01657
4335 9260 0.01627
4335 9413 0.01741
4334 4502 0.00968
4334 4606 0.00953
4334 5810 0.01397
4334 6306 0.01632
4334 6463 0.01752
4334 6689 0.01880
4334 6763 0.01713
4334 7539 0.01984
4334 9957 0.01849
4333 5059 0.01958
4333 5930 0.00811
4333 6461 0.01201
4333 7180 0.00819
4333 8516 0.01822
4332 4379 0.01158
4332 4923 0.01028
4332 6418 0.01812
4332 8662 0.01101
4332 9422 0.01103
4332 9782 0.00304
4331 5372 0.01489
4331 5378 0.00135
4331 5586 0.00660
4331 5616 0.01998
4331 6633 0.01570
4331 7823 0.01206
4330 4865 0.01944
4330 6911 0.00934
4330 6966 0.00390
4330 7125 0.01477
4330 7265 0.00606
4330 7334 0.01368
4330 8678 0.01673
4330 8793 0.00989
4330 9691 0.01906
4330 9953 0.00565
4329 7542 0.01159
4329 7715 0.00941
4329 8727 0.00817
4328 5251 0.01316
4328 5786 0.00451
4328 5892 0.00711
4328 6876 0.00783
4327 5018 0.01905
4327 5122 0.01546
4327 5150 0.00808
4327 6224 0.01417
4327 7248 0.01400
4327 8790 0.00711
4327 8823 0.00972
4327 8896 0.01732
4326 6600 0.01824
4326 7532 0.00875
4326 7984 0.01147
4326 8698 0.01382
4326 8917 0.01907
4325 4552 0.01179
4325 4782 0.01859
4325 6613 0.01226
4325 6765 0.00442
4325 7050 0.00867
4325 7220 0.01069
4325 7368 0.00957
4325 9084 0.01596
4325 9678 0.01146
4324 4847 0.01929
4324 5979 0.01527
4324 9693 0.01373
4323 4982 0.01924
4323 5734 0.00696
4323 5862 0.01963
4323 6037 0.01486
4323 7326 0.01898
4323 8960 0.01063
4323 9139 0.01854
4322 4325 0.00970
4322 4552 0.00399
4322 6388 0.01622
4322 6765 0.01152
4322 7050 0.01800
4322 7220 0.01954
4322 7368 0.01100
4322 7881 0.01185
4322 9084 0.01378
4322 9678 0.01194
4321 4676 0.01736
4321 5871 0.01905
4321 6352 0.01377
4321 7110 0.01999
4321 7603 0.01759
4321 7739 0.01026
4321 8080 0.01720
4321 8717 0.01315
4321 9406 0.01568
4321 9790 0.01638
4320 4431 0.01974
4320 5354 0.01217
4320 6328 0.01384
4320 7898 0.00941
4320 9295 0.01959
4320 9380 0.01820
4320 9558 0.01431
4319 4423 0.00893
4319 5656 0.01448
4319 6251 0.00425
4319 8370 0.00781
4319 9032 0.01620
4319 9700 0.01517
4319 9922 0.00900
4318 4641 0.01440
4318 4826 0.01876
4318 5198 0.01409
4318 5548 0.01040
4318 6535 0.01145
4318 7872 0.01740
4318 8521 0.01251
4318 8606 0.01188
4318 8782 0.01483
4318 9379 0.01300
4318 9483 0.01943
4317 5375 0.01422
4317 6048 0.01218
4316 6915 0.01133
4316 7840 0.01032
4316 8598 0.00656
4315 4356 0.01417
4315 4624 0.00413
4315 4729 0.01980
4315 4853 0.00949
4315 5229 0.01859
4315 5435 0.01990
4315 6283 0.00734
4315 8097 0.01023
4315 9230 0.01894
4315 9340 0.00341
4315 9687 0.01717
4315 9765 0.00596
4314 6313 0.00940
4314 6392 0.01943
4314 8184 0.00449
4314 9420 0.01922
4313 4527 0.00831
4313 5685 0.01998
4313 6137 0.00588
4313 7359 0.01509
4313 7782 0.00857
4313 7941 0.01840
4313 8116 0.01782
4313 8278 0.01600
4313 8497 0.01824
4313 9416 0.01315
4313 9903 0.01916
4312 4352 0.01424
4312 4562 0.01902
4312 5174 0.01098
4312 7755 0.01268
4312 7869 0.01788
4312 7944 0.01599
4312 8668 0.00572
4312 9204 0.01298
4311 6247 0.01541
4311 6586 0.01210
4311 7378 0.00779
4311 7391 0.01482
4311 7779 0.01431
4311 9026 0.01954
4310 4969 0.01721
4310 5496 0.01576
4310 5837 0.01878
4310 5956 0.01149
4310 7726 0.01927
4310 8447 0.01427
4310 9177 0.01045
4310 9896 0.01458
4309 5104 0.01620
4309 5498 0.01255
4309 7414 0.01398
4309 8769 0.01674
4309 8847 0.01858
4309 9672 0.00581
4308 6064 0.01279
4308 6069 0.00630
4308 7188 0.01334
4308 7207 0.01438
4308 7581 0.00457
4308 7679 0.00405
4308 8669 0.01546
4308 8946 0.01628
4308 9185 0.00806
4307 4619 0.00892
4307 4746 0.01564
4307 5145 0.01752
4307 7200 0.01405
4307 7445 0.01364
4307 9168 0.01093
4307 9686 0.00925
4306 4438 0.01969
4306 5207 0.01775
4306 5706 0.01488
4306 6166 0.01985
4306 6434 0.01785
4306 6967 0.01518
4306 7210 0.01427
4306 9065 0.01709
4306 9858 0.01744
4306 9874 0.01895
4305 4742 0.01309
4305 5966 0.00863
4305 6376 0.01964
4305 8705 0.01905
4305 9386 0.01830
4305 9705 0.01974
4304 6118 0.01581
4304 6314 0.01804
4304 6591 0.00930
4304 7204 0.01528
4304 7290 0.01404
4304 8270 0.01679
4304 9456 0.00476
4304 9685 0.00566
4303 4621 0.01275
4303 5263 0.00534
4303 5343 0.01836
4303 6157 0.01957
4303 6738 0.00546
4303 7151 0.01909
4303 8079 0.01631
4302 4381 0.00659
4302 4807 0.00638
4302 6182 0.01532
4301 4532 0.01216
4301 5614 0.00642
4301 6021 0.01014
4301 6992 0.00596
4301 8357 0.01951
4301 8452 0.01714
4301 9625 0.00629
4300 4562 0.01554
4300 5478 0.01474
4300 8312 0.01454
4300 9788 0.00317
4299 4510 0.01079
4299 5046 0.01948
4299 5997 0.01831
4299 7513 0.01251
4299 8397 0.01308
4298 4385 0.01475
4298 5448 0.00249
4298 5790 0.01987
4298 6195 0.00991
4298 6289 0.01732
4298 7560 0.01739
4298 8350 0.01424
4298 8499 0.01996
4298 8640 0.01475
4298 8680 0.01888
4297 8320 0.01721
4297 8906 0.01740
4296 5023 0.01451
4296 5770 0.00928
4296 6507 0.01795
4296 6933 0.01438
4296 9194 0.01630
4296 9211 0.01843
4296 9342 0.01554
4296 9669 0.01694
4296 9984 0.00263
4295 5189 0.00874
4295 5356 0.01995
4295 7352 0.01149
4295 7740 0.01679
4295 7945 0.01413
4295 9895 0.01355
4294 4633 0.01595
4294 4892 0.00814
4294 6922 0.01232
4294 7066 0.01606
4294 7894 0.01619
4294 8280 0.01089
4294 8389 0.01876
4294 8873 0.01963
4294 9539 0.00663
4294 9630 0.01295
4294 9751 0.01601
4293 4739 0.01880
4293 8695 0.01502
4293 8853 0.00553
4292 4941 0.01401
4292 5129 0.00799
4292 5736 0.01768
4292 6422 0.01092
4292 7717 0.00424
4292 8441 0.01581
4291 5620 0.01649
4291 6380 0.00573
4291 6717 0.01997
4291 6969 0.01311
4291 7230 0.01953
4291 7235 0.01886
4291 7642 0.00531
4291 7678 0.00554
4291 7912 0.00789
4291 8213 0.01014
4291 9697 0.00902
4290 5713 0.00557
4290 7321 0.01955
4290 7702 0.00758
4290 8408 0.00434
4290 8903 0.01797
4290 9316 0.01232
4289 4441 0.01229
4289 4628 0.01680
4289 4829 0.00318
4289 6590 0.01384
4289 6949 0.01754
4289 7966 0.01783
4289 8647 0.01306
4288 4443 0.01591
4288 4686 0.01644
4288 5693 0.01262
4288 8371 0.01673
4287 6749 0.00678
4287 7446 0.01284
4287 8884 0.01726
4287 9793 0.00705
4286 6071 0.01653
4286 6658 0.01818
4286 6845 0.01325
4286 7144 0.00532
4286 7420 0.01754
4286 8254 0.01888
4286 8865 0.00898
4286 9200 0.01884
4285 4431 0.01722
4285 5576 0.01488
4285 6001 0.01951
4285 6900 0.01473
4285 7052 0.01217
4285 7518 0.00649
4285 7714 0.01457
4285 8548 0.00571
4284 4491 0.01884
4284 7095 0.01249
4284 7791 0.00839
4284 8166 0.01790
4284 8363 0.01909
4284 8967 0.00589
4284 9448 0.01277
4283 4749 0.01352
4283 5088 0.01808
4283 5788 0.01635
4283 6965 0.01386
4283 7989 0.01920
4283 8991 0.01731
4283 9153 0.01360
4283 9347 0.01292
4283 9758 0.01135
4283 9772 0.00197
4282 4673 0.01465
4282 4697 0.01720
4282 7135 0.01785
4282 7222 0.01630
4282 7587 0.00185
4282 8566 0.00221
4282 8729 0.01988
4282 9567 0.00978
4282 9721 0.00857
4282 9756 0.01228
4281 4548 0.01866
4281 4875 0.01138
4281 4956 0.00294
4281 5087 0.01686
4281 5901 0.01925
4281 6003 0.00703
4281 6346 0.01069
4281 7238 0.01606
4281 7848 0.00723
4280 4575 0.01254
4280 4778 0.01046
4280 6668 0.01149
4280 8144 0.01933
4280 9382 0.01541
4280 9892 0.01374
4279 4462 0.01453
4279 4843 0.01076
4279 5623 0.00411
4279 7451 0.01969
4279 7850 0.01705
4279 8433 0.01936
4279 9004 0.00528
4279 9102 0.01362
4279 9673 0.01967
4279 9823 0.00800
4278 5467 0.01012
4278 7666 0.00489
4278 7675 0.00439
4278 8024 0.01131
4278 8597 0.01793
4278 9584 0.01552
4277 4329 0.00589
4277 5635 0.01862
4277 7542 0.01745
4277 7715 0.00761
4277 8727 0.01404
4276 5135 0.00656
4276 5320 0.01716
4276 5492 0.01882
4276 5923 0.01341
4276 7469 0.01511
4276 9623 0.01467
4276 9635 0.00962
4275 4615 0.01910
4275 4799 0.01371
4275 5645 0.01158
4275 6348 0.01723
4275 7088 0.00048
4275 8537 0.01347
4274 4362 0.01033
4274 4863 0.01172
4274 5612 0.00509
4274 8361 0.01361
4274 9727 0.01975
4273 4491 0.01669
4273 5438 0.01831
4273 5497 0.01080
4273 6692 0.00797
4273 7791 0.01703
4273 7888 0.01634
4273 8259 0.01743
4273 8363 0.00557
4273 8369 0.01808
4273 9448 0.01366
4272 5299 0.01511
4272 8250 0.00633
4272 8993 0.01424
4271 5117 0.01405
4271 5691 0.01540
4271 6724 0.01081
4271 7809 0.01598
4270 5439 0.01438
4270 7389 0.00955
4270 7590 0.01460
4270 7726 0.01400
4270 7845 0.00285
4270 8178 0.01977
4270 9426 0.01577
4270 9809 0.01566
4269 5181 0.01938
4269 7015 0.00148
4269 7894 0.01531
4269 8389 0.01508
4269 9751 0.01368
4269 9859 0.01181
4268 5239 0.01259
4268 6008 0.01255
4268 6733 0.01693
4268 6920 0.00969
4268 7121 0.01440
4268 7997 0.00407
4268 8004 0.00677
4268 8921 0.01309
4268 9020 0.01858
4267 5084 0.00661
4267 5775 0.01275
4267 6529 0.00455
4267 7537 0.00750
4267 8803 0.00721
4267 9644 0.01545
4266 4585 0.01265
4266 4649 0.01107
4266 5674 0.00524
4266 5682 0.01486
4266 7951 0.00911
4266 9362 0.01129
4266 9898 0.01434
4266 9997 0.01884
4265 5327 0.01140
4265 5748 0.01959
4265 5906 0.01808
4265 5994 0.01863
4265 6414 0.01956
4265 8639 0.01241
4265 9933 0.00564
4264 4966 0.01668
4264 5165 0.00839
4264 5314 0.01995
4264 6543 0.01834
4264 6998 0.01188
4264 7314 0.01855
4264 8421 0.01024
4264 8519 0.00929
4264 9654 0.01327
4263 4534 0.01726
4263 4792 0.01631
4263 4902 0.01612
4263 5267 0.01575
4263 5347 0.01483
4263 5528 0.01260
4263 6363 0.01645
4263 6912 0.01672
4262 5732 0.01619
4262 6934 0.00559
4262 7246 0.01187
4262 7737 0.01080
4262 8461 0.01642
4262 9144 0.00503
4262 9960 0.00569
4261 4733 0.01715
4261 5932 0.01010
4261 6570 0.01901
4261 6607 0.01478
4261 7720 0.01453
4261 7766 0.01498
4261 8049 0.00310
4261 8791 0.01438
4261 9028 0.01509
4261 9502 0.01282
4260 4912 0.01153
4260 5193 0.00439
4260 5360 0.01411
4260 5844 0.01542
4260 6041 0.01501
4260 6220 0.01918
4260 6961 0.00837
4260 8310 0.01835
4260 8876 0.01288
4260 9754 0.01960
4259 4705 0.00424
4259 5720 0.00880
4259 6005 0.00944
4259 6860 0.01072
4259 7127 0.01587
4259 7700 0.00639
4259 8067 0.01239
4259 8305 0.00646
4259 8562 0.01970
4259 9120 0.00912
4258 5460 0.01748
4258 7249 0.01158
4258 9739 0.01680
4256 4915 0.01339
4256 5715 0.01199
4256 5809 0.00777
4256 6513 0.00565
4256 6579 0.01583
4256 6939 0.00722
4256 8549 0.01853
4255 7377 0.01667
4255 8989 0.01910
4254 4589 0.00361
4254 4904 0.01633
4254 5793 0.00790
4254 5884 0.01251
4254 6677 0.01873
4254 6718 0.01694
4254 8134 0.01186
4254 8204 0.01029
4254 8586 0.00472
4254 8614 0.00396
4254 9370 0.01672
4254 9497 0.00244
4253 4394 0.00932
4253 4662 0.01855
4253 4811 0.00825
4253 5504 0.01337
4253 7432 0.01849
4253 8294 0.01359
4253 8486 0.01889
4253 8874 0.01867
4253 9087 0.01176
4253 9981 0.01611
4252 4703 0.00453
4252 5497 0.01651
4252 5876 0.01033
4252 7888 0.01550
4252 9602 0.01692
4251 6357 0.01459
4251 7335 0.01936
4251 7864 0.01899
4251 8367 0.01183
4251 8644 0.01972
4251 9723 0.01877
4250 5124 0.01845
4250 5262 0.01547
4250 5643 0.00861
4250 5824 0.01900
4250 6867 0.01743
4250 7063 0.01325
4250 8576 0.01886
4249 4301 0.00901
4249 4532 0.00875
4249 5590 0.01430
4249 5614 0.00718
4249 6021 0.01868
4249 6992 0.00313
4249 8357 0.01072
4249 8452 0.00876
4249 9625 0.00363
4249 9856 0.01672
4248 4342 0.00900
4248 4564 0.00848
4248 4848 0.01899
4248 5460 0.01222
4248 6172 0.01483
4248 6291 0.01134
4248 9739 0.01888
4247 4530 0.01696
4247 4607 0.01655
4247 5610 0.00503
4247 5796 0.01909
4247 5829 0.01172
4247 6426 0.01242
4247 7048 0.01368
4247 7053 0.01393
4247 7452 0.00905
4247 7664 0.01383
4246 4683 0.00539
4246 5004 0.00598
4246 5218 0.01922
4246 5503 0.01259
4246 8886 0.01454
4246 9155 0.01584
4246 9869 0.01118
4244 4702 0.01392
4244 5003 0.01761
4244 5699 0.01735
4244 7304 0.01828
4244 7465 0.01540
4244 7696 0.01639
4244 8436 0.01724
4244 9757 0.01616
4243 4571 0.00804
4243 6121 0.00729
4243 6678 0.01690
4243 8517 0.00546
4243 8612 0.01575
4243 9371 0.01885
4242 4849 0.01869
4242 7075 0.01449
4242 7087 0.00903
4242 7215 0.01321
4242 7278 0.01813
4242 7640 0.01488
4242 9454 0.01981
4242 9509 0.01543
4241 4678 0.01876
4241 5248 0.01544
4241 5333 0.01777
